,state_cat,account_length,area_code_cat,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,churn_predict,churn_proba
799,36,94,1,0,0,0,255.1,96,43.37,276.9,67,23.54,226.5,74,10.19,10.6,2,2.86,0,1,0,0.4054336638289763
800,31,116,1,0,0,0,154.0,127,26.18,280.4,68,23.83,213.0,56,9.58,8.6,2,2.32,6,0,1,0.925478732847531
801,5,89,1,0,0,0,94.5,107,16.07,191.8,85,16.3,196.2,131,8.83,15.0,5,4.05,1,0,0,0.1502813454599032
802,47,45,1,0,0,0,135.0,116,22.95,159.0,108,13.52,170.3,130,7.66,11.1,15,3.0,1,0,0,0.22865690493297863
803,16,74,0,0,0,0,286.9,113,48.77,260.8,121,22.17,137.1,94,6.17,12.6,6,3.4,0,1,1,0.5056651923216576
804,10,158,1,0,0,0,165.4,70,28.12,280.1,104,23.81,121.8,106,5.48,10.4,9,2.81,1,0,0,0.3040199476285738
805,1,76,1,0,0,0,222.0,99,37.74,215.9,122,18.35,204.1,131,9.18,8.2,5,2.21,3,1,1,0.7842674920694084
806,17,102,1,1,0,0,209.8,85,35.67,165.7,100,14.08,230.1,92,10.35,8.7,6,2.35,0,0,1,0.7942749934758788
807,18,4,0,0,1,31,158.3,99,26.91,164.2,98,13.96,192.7,108,8.67,12.5,3,3.38,2,0,0,0.2546693155410657
808,23,161,0,0,0,0,252.3,120,42.89,243.8,98,20.72,284.4,96,12.8,9.2,2,2.48,1,1,1,0.5695424029450077
809,49,116,1,0,0,0,255.5,93,43.44,224.4,122,19.07,317.3,85,14.28,12.7,4,3.43,1,1,1,0.5795175355846672
810,13,49,1,0,0,0,101.7,71,17.29,223.2,102,18.97,182.1,112,8.19,7.3,3,1.97,3,0,0,0.4394382187698472
811,50,86,1,0,0,0,227.9,105,38.74,218.7,118,18.59,223.2,120,10.04,14.2,5,3.83,3,0,1,0.7967253505144075
812,29,39,2,0,0,0,185.0,113,31.45,106.5,125,9.05,167.3,78,7.53,12.0,2,3.24,0,0,0,0.21808838653437687
813,48,118,1,0,0,0,142.2,96,24.17,164.9,107,14.02,183.7,92,8.27,7.1,4,1.92,1,0,0,0.245253237136451
814,22,57,1,0,0,0,140.0,100,23.8,174.7,102,14.85,258.5,111,11.63,13.3,4,3.59,1,0,0,0.2400971461175756
815,30,138,1,0,0,0,157.5,96,26.78,271.7,107,23.09,138.2,84,6.22,10.7,6,2.89,2,0,0,0.4426516922654043
816,0,98,1,0,0,0,237.5,130,40.38,213.2,85,18.12,194.1,107,8.73,10.1,3,2.73,0,0,0,0.35267008941304284
817,8,67,1,0,0,0,164.5,79,27.97,110.3,108,9.38,203.9,102,9.18,9.8,2,2.65,1,0,0,0.301596888841531
818,3,145,1,0,1,10,190.7,100,32.42,177.7,114,15.1,167.3,100,7.53,12.8,2,3.46,0,0,0,0.11326581616283186
819,33,77,1,0,0,0,215.5,81,36.64,170.9,100,14.53,170.3,59,7.66,10.3,3,2.78,1,0,0,0.4528118556681689
820,49,99,0,0,1,12,119.9,83,20.38,237.7,98,20.2,187.6,159,8.44,16.6,2,4.48,1,0,0,0.09430794298774414
821,46,106,2,1,0,0,196.7,100,33.44,210.2,109,17.87,173.8,83,7.82,7.8,1,2.11,4,1,1,0.9816228107972441
822,36,32,2,0,0,0,230.7,122,39.22,204.7,134,17.4,142.0,86,6.39,8.7,3,2.35,2,0,1,0.6688730753378302
823,39,131,1,0,0,0,131.3,39,22.32,242.9,101,20.65,278.8,100,12.55,8.5,2,2.3,2,0,0,0.3625002679045544
824,19,100,1,0,0,0,167.2,100,28.42,141.2,87,12.0,251.3,76,11.31,6.1,6,1.65,3,0,1,0.6437921195288899
825,37,174,1,0,0,0,222.3,102,37.79,173.8,123,14.77,297.2,97,13.37,5.7,2,1.54,0,1,0,0.30977647288278287
826,34,98,2,0,0,0,198.6,92,33.76,349.4,99,29.7,221.7,83,9.98,7.3,6,1.97,2,1,1,0.5729090469862658
827,21,42,2,0,0,0,139.4,109,23.7,223.8,121,19.02,244.9,105,11.02,4.6,3,1.24,1,0,0,0.2387038786282883
828,45,99,0,0,0,0,130.4,121,22.17,219.9,103,18.69,84.1,85,3.78,9.8,3,2.65,2,0,0,0.359852107071822
829,8,122,1,0,0,0,184.6,88,31.38,148.8,98,12.65,309.7,58,13.94,14.3,2,3.86,3,0,1,0.6929099152240206
830,35,4,1,1,0,0,169.7,96,28.85,131.8,94,11.2,245.1,86,11.03,14.2,4,3.83,0,1,1,0.6983609477318996
831,34,119,0,0,0,0,153.2,131,26.04,116.6,85,9.91,218.5,74,9.83,10.1,5,2.73,1,0,0,0.27213625882986314
832,23,31,1,0,0,0,224.5,96,38.17,191.2,72,16.25,214.5,100,9.65,9.1,1,2.46,2,0,1,0.6511335636646673
833,49,114,1,0,0,0,247.8,95,42.13,255.1,98,21.68,224.1,105,10.08,9.5,6,2.57,1,1,1,0.5554206342820499
834,20,47,1,1,0,0,177.1,104,30.11,217.4,97,18.48,191.8,131,8.63,9.7,5,2.62,2,0,1,0.9114128626042319
835,10,77,1,0,0,0,134.5,119,22.87,119.7,104,10.17,250.7,112,11.28,9.3,5,2.51,0,0,0,0.12776635686220128
836,50,39,2,0,1,38,201.8,66,34.31,200.1,87,17.01,173.7,112,7.82,9.5,3,2.57,0,0,0,0.12828003758210357
837,49,193,1,0,0,0,180.5,114,30.69,117.9,80,10.02,192.9,97,8.68,10.2,4,2.75,2,0,1,0.5157212145288737
838,35,103,1,0,1,40,164.5,95,27.97,228.7,82,19.44,194.7,97,8.76,7.4,1,2.0,4,0,1,0.5992494957404082
839,0,36,1,1,1,19,171.9,96,29.22,198.4,111,16.86,321.7,76,14.48,10.5,1,2.84,1,1,1,0.6709469176159193
840,26,149,1,0,0,0,244.2,83,41.51,262.0,72,22.27,144.5,113,6.5,7.0,4,1.89,1,0,1,0.5440572717307728
841,14,87,1,0,0,0,221.4,69,37.64,195.2,53,16.59,120.6,91,5.43,13.7,4,3.7,1,0,0,0.47151216295015935
842,39,1,2,0,0,0,241.5,114,41.06,195.2,94,16.59,201.6,93,9.07,14.1,3,3.81,3,0,1,0.8233759013281738
843,50,62,1,0,0,0,116.5,77,19.81,186.1,111,15.82,180.6,72,8.13,16.1,2,4.35,3,0,0,0.48632792263650737
844,47,112,1,0,0,0,158.1,107,26.88,181.5,101,15.43,200.3,126,9.01,8.3,7,2.24,1,0,0,0.284688482020412
845,5,82,0,0,0,0,121.6,81,20.67,191.3,109,16.26,231.4,81,10.41,8.6,5,2.32,3,0,1,0.5025842192505872
846,7,86,0,0,0,0,178.3,94,30.31,264.4,74,22.47,284.6,109,12.81,15.0,2,4.05,0,0,0,0.2038692515336411
847,35,141,1,0,0,0,215.8,79,36.69,112.7,85,9.58,221.8,109,9.98,5.6,4,1.51,2,0,1,0.6255274956077229
848,1,55,1,0,1,28,222.5,134,37.83,177.8,106,15.11,194.6,90,8.76,9.7,4,2.62,2,0,0,0.43655953281901
849,17,127,1,0,0,0,264.5,75,44.97,179.2,91,15.23,141.9,93,6.39,8.0,1,2.16,1,0,1,0.6072023973239494
850,12,82,2,0,1,23,123.7,93,21.03,139.1,74,11.82,174.5,118,7.85,10.6,2,2.86,1,0,0,0.09852930040451463
851,35,69,1,0,0,0,244.8,76,41.62,77.2,100,6.56,222.8,102,10.03,10.0,3,2.7,0,0,0,0.3742028782424254
852,20,131,1,0,0,0,212.8,108,36.18,212.0,115,18.02,235.9,96,10.62,9.8,11,2.65,0,0,0,0.2844863434497438
853,11,87,2,0,0,0,297.4,63,50.56,118.4,108,10.06,242.3,72,10.9,11.0,2,2.97,2,1,1,0.8254474186748686
854,49,63,1,0,0,0,147.8,95,25.13,201.4,72,17.12,154.9,118,6.97,8.6,8,2.32,1,0,0,0.2587116235378906
855,41,124,0,1,1,29,187.1,75,31.81,148.5,142,12.62,214.4,124,9.65,5.5,7,1.49,2,0,1,0.8326992569704396
856,34,148,0,0,0,0,236.5,84,40.21,236.0,95,20.06,228.6,124,10.29,8.3,6,2.24,2,0,1,0.6850457822819311
857,13,68,1,0,0,0,186.5,108,31.71,190.2,107,16.17,187.8,103,8.45,11.0,5,2.97,1,0,0,0.36374528692338254
858,43,72,1,1,0,0,286.1,101,48.64,306.1,94,26.02,232.8,89,10.48,10.3,1,2.78,4,1,1,0.9940487849246984
859,43,119,2,0,0,0,107.2,100,18.22,221.1,100,18.79,212.6,96,9.57,8.3,3,2.24,2,0,0,0.29486546814716474
860,13,43,1,0,1,36,93.1,68,15.83,246.1,83,20.92,94.9,109,4.27,8.7,8,2.35,1,0,0,0.06888739155926417
861,4,136,2,0,0,0,132.4,110,22.51,254.1,81,21.6,176.5,100,7.94,13.0,6,3.51,2,0,0,0.36574826397124954
862,24,97,2,0,0,0,80.7,99,13.72,262.3,93,22.3,214.6,130,9.66,8.8,3,2.38,0,0,0,0.06869241258913061
863,37,149,1,0,0,0,114.5,103,19.47,228.8,100,19.45,135.8,74,6.11,10.7,3,2.89,0,0,0,0.10193485876018302
864,17,59,2,0,0,0,155.5,92,26.44,192.3,104,16.35,123.3,106,5.55,10.5,3,2.84,4,1,1,0.7579038445441177
865,34,77,1,0,0,0,184.7,130,31.4,194.0,105,16.49,249.1,91,11.21,9.0,4,2.43,1,0,0,0.35844952121511026
866,22,110,1,0,0,0,94.1,127,16.0,283.0,97,24.06,168.7,69,7.59,10.3,6,2.78,2,0,0,0.2613564769124237
867,47,70,1,0,0,0,229.3,110,38.98,118.2,89,10.05,155.0,105,6.98,7.9,4,2.13,1,0,0,0.4966679646783372
868,46,155,2,0,0,0,223.8,109,38.05,233.4,68,19.84,201.6,111,9.07,8.8,8,2.38,1,0,0,0.47914502039403734
869,7,151,1,0,1,27,154.4,141,26.25,210.6,109,17.9,167.9,109,7.56,7.8,3,2.11,3,0,0,0.3953135880225334
870,43,125,1,0,0,0,190.2,107,32.33,209.2,75,17.78,102.1,136,4.59,14.2,5,3.83,4,1,1,0.829733712856174
871,31,83,1,0,0,0,167.0,120,28.39,209.1,102,17.77,131.0,107,5.9,8.6,2,2.32,1,0,0,0.30835452736925845
872,28,94,2,0,0,0,154.8,113,26.32,261.8,121,22.25,213.0,81,9.58,11.6,5,3.13,0,0,0,0.159497231499155
873,5,11,1,0,1,36,293.4,122,49.88,174.1,91,14.8,212.0,50,9.54,6.9,6,1.86,1,0,0,0.487618641266531
874,5,92,1,0,0,0,160.5,113,27.29,287.3,134,24.42,212.6,93,9.57,8.2,3,2.21,3,0,1,0.623966419703741
875,10,70,1,0,1,20,230.2,110,39.13,177.5,111,15.09,206.3,38,9.28,11.9,2,3.21,0,0,0,0.17449847994014395
876,44,82,2,0,0,0,191.9,95,32.62,116.7,105,9.92,202.6,113,9.12,8.2,5,2.21,0,0,0,0.23346513026430957
877,5,65,0,0,0,0,131.5,119,22.36,222.3,119,18.9,155.3,83,6.99,11.1,7,3.0,1,0,0,0.2208800575351296
878,3,102,2,0,0,0,171.6,116,29.17,219.4,111,18.65,242.1,85,10.89,12.1,4,3.27,0,1,0,0.1903514992112733
879,43,112,2,0,0,0,242.1,69,41.16,235.2,150,19.99,237.7,106,10.7,10.0,5,2.7,3,1,1,0.8244859118258278
880,6,78,0,0,0,0,157.3,61,26.74,242.0,119,20.57,196.0,107,8.82,10.6,1,2.86,1,0,0,0.2826154714915694
881,32,77,0,1,0,0,192.7,82,32.76,198.0,91,16.83,204.2,95,9.19,9.0,6,2.43,1,0,1,0.8619266139747096
882,22,126,1,0,0,0,175.6,91,29.85,151.1,100,12.84,201.5,100,9.07,9.9,2,2.67,1,0,0,0.33222255670578055
883,21,58,1,0,1,29,239.6,84,40.73,182.1,80,15.48,118.3,100,5.32,11.0,3,2.97,2,0,0,0.4907347428970472
884,6,38,2,0,0,0,96.9,110,16.47,241.4,75,20.52,141.0,69,6.35,10.8,3,2.92,0,0,0,0.08314550372372975
885,24,87,0,0,0,0,129.5,104,22.02,194.0,133,16.49,287.9,65,12.96,7.2,7,1.94,2,0,0,0.35721245181582056
886,50,72,2,1,0,0,274.0,75,46.58,162.8,110,13.84,110.0,121,4.95,7.7,3,2.08,4,0,1,0.9930627117391512
887,7,69,1,0,0,0,111.7,86,18.99,187.5,68,15.94,194.8,128,8.77,11.6,10,3.13,2,0,0,0.3069362063897024
888,39,85,0,0,0,0,142.7,82,24.26,179.1,106,15.22,141.4,88,6.36,5.0,8,1.35,3,0,1,0.5694039102540265
889,45,176,1,0,0,0,216.7,91,36.84,233.9,104,19.88,231.1,110,10.4,9.0,4,2.43,1,0,0,0.4566062640828095
890,19,133,1,0,0,0,207.1,106,35.21,283.5,124,24.1,65.2,107,2.93,10.5,2,2.84,3,0,1,0.750390351253881
891,26,146,1,0,0,0,214.8,86,36.52,230.9,94,19.63,223.8,100,10.07,5.8,3,1.57,3,0,1,0.7683274853023946
892,47,31,1,0,0,0,142.9,67,24.29,109.7,72,9.32,293.6,112,13.21,11.5,6,3.11,0,0,0,0.14018778687536199
893,42,78,1,1,0,0,71.5,126,12.16,166.8,127,14.18,211.6,86,9.52,8.3,2,2.24,3,1,1,0.8432866083335557
894,28,118,1,0,0,0,77.6,113,13.19,126.9,75,10.79,191.0,79,8.59,14.9,4,4.02,1,0,0,0.12478064001599824
895,21,119,2,0,0,0,73.7,66,12.53,160.5,132,13.64,214.2,67,9.64,13.0,6,3.51,3,0,0,0.35422502752665624
896,5,141,0,0,0,0,264.3,90,44.93,216.4,101,18.39,208.8,72,9.4,9.6,3,2.59,0,1,0,0.4339999070066528
897,15,91,2,1,0,0,103.2,100,17.54,124.8,154,10.61,336.1,111,15.12,14.0,4,3.78,2,1,1,0.8003658816587753
898,7,150,2,1,0,0,114.8,156,19.52,135.3,78,11.5,218.4,98,9.83,15.6,4,4.21,1,1,1,0.6980327099840106
899,44,76,1,0,0,0,212.5,124,36.13,215.5,110,18.32,128.0,94,5.76,5.2,9,1.4,3,0,1,0.7630654708751866
900,13,159,2,0,1,36,288.2,120,48.99,227.1,105,19.3,198.2,113,8.92,13.3,7,3.59,1,0,0,0.4710699117568608
901,44,66,1,0,0,0,192.4,98,32.71,187.0,93,15.9,132.9,82,5.98,11.2,1,3.02,0,0,0,0.23460817782877072
902,20,139,1,0,0,0,102.2,76,17.37,230.0,106,19.55,183.4,136,8.25,10.8,4,2.92,1,0,0,0.16325579930738712
903,46,122,1,1,0,0,49.5,114,8.42,214.1,98,18.2,154.9,120,6.97,10.0,4,2.7,0,0,0,0.3332831579286915
904,9,91,1,0,0,0,153.2,70,26.04,231.7,91,19.69,115.1,80,5.18,9.8,3,2.65,4,1,1,0.7524813471559773
905,30,131,1,0,0,0,55.5,79,9.44,163.5,104,13.9,128.1,59,5.76,10.1,4,2.73,1,0,0,0.0971103366409553
906,14,135,1,0,0,0,247.2,61,42.02,168.7,122,14.34,169.8,100,7.64,6.6,1,1.78,0,0,0,0.38139730772344643
907,32,109,0,0,1,40,99.7,116,16.95,140.3,117,11.93,221.3,76,9.96,13.9,5,3.75,3,0,0,0.24552842184412024
908,16,129,1,0,0,0,220.2,117,37.43,261.1,102,22.19,165.9,132,7.47,10.8,1,2.92,2,0,1,0.6385759995248994
909,49,85,1,0,0,0,116.9,75,19.87,183.3,109,15.58,307.4,119,13.83,10.0,8,2.7,2,0,0,0.3212206301692801
910,13,125,0,0,0,0,175.9,98,29.9,192.8,148,16.39,278.2,110,12.52,10.6,5,2.86,0,0,0,0.19894660823035684
911,21,67,1,0,0,0,208.0,95,35.36,234.8,81,19.96,266.0,80,11.97,11.7,6,3.16,3,0,1,0.7525339484064937
912,19,61,1,0,1,28,239.9,110,40.78,218.9,87,18.61,166.0,46,7.47,12.1,4,3.27,1,0,0,0.3247984219467005
913,43,77,2,0,0,0,136.5,95,23.21,182.6,102,15.52,233.6,93,10.51,9.9,10,2.67,1,0,0,0.23204825850884214
914,37,135,0,1,0,0,174.8,112,29.72,218.0,125,18.53,180.1,102,8.1,12.7,6,3.43,3,0,1,0.9525851994513305
915,49,43,2,0,1,26,141.5,94,24.06,196.4,123,16.69,172.4,100,7.76,12.9,1,3.48,3,0,0,0.356740211802141
916,24,120,1,0,0,0,79.2,123,13.46,212.1,106,18.03,224.6,104,10.11,10.2,4,2.75,3,0,0,0.370428563118439
917,50,62,1,0,0,0,238.9,102,40.61,161.4,115,13.72,248.5,103,11.18,13.4,4,3.62,0,0,0,0.35675664824853487
918,49,160,0,0,1,37,179.8,104,30.57,144.8,115,12.31,209.1,89,9.41,11.1,8,3.0,3,0,0,0.4747436758249866
919,44,67,2,0,0,0,225.9,78,38.4,243.1,83,20.66,84.1,94,3.78,13.5,2,3.65,2,1,1,0.6551781920799257
920,17,98,1,0,0,0,189.8,113,32.27,271.5,111,23.08,218.9,96,9.85,13.0,5,3.51,1,0,0,0.37353970080170273
921,36,103,2,0,0,0,267.0,97,45.39,204.3,151,17.37,246.9,67,11.11,11.3,7,3.05,1,1,1,0.6147799150638096
922,42,121,1,0,0,0,217.3,79,36.94,218.0,106,18.53,166.5,69,7.49,11.5,7,3.11,1,0,0,0.458505386490585
923,10,111,1,0,0,0,129.1,92,21.95,148.9,132,12.66,264.0,103,11.88,16.8,7,4.54,2,0,0,0.35604203651121596
924,29,127,0,0,0,0,135.5,110,23.04,146.0,116,12.41,208.0,88,9.36,10.7,4,2.89,2,0,0,0.3749668223636714
925,47,65,2,0,0,0,183.4,63,31.18,183.6,80,15.61,153.5,83,6.91,10.7,4,2.89,4,1,1,0.8171299968320009
926,24,86,2,0,0,0,223.0,109,37.91,286.2,76,24.33,257.8,132,11.6,7.5,7,2.03,3,1,1,0.78641732890766
927,49,133,2,0,1,24,125.5,106,21.34,161.2,95,13.7,209.1,112,9.41,15.0,4,4.05,2,0,0,0.18359900644863036
928,47,238,1,0,0,0,202.0,60,34.34,213.9,105,18.18,266.4,90,11.99,12.0,1,3.24,2,0,1,0.5834832951526598
929,21,119,2,0,0,0,140.0,135,23.8,138.9,103,11.81,230.2,121,10.36,6.1,6,1.65,0,0,0,0.13578907971704213
930,48,113,1,0,0,0,126.0,90,21.42,205.8,92,17.49,217.0,121,9.76,12.8,1,3.46,0,0,0,0.11616567142599406
931,27,126,1,0,0,0,228.2,68,38.79,170.2,102,14.47,168.9,72,7.6,10.2,6,2.75,1,0,0,0.49316134152465785
932,36,103,1,0,0,0,278.4,121,47.33,252.2,139,21.44,202.3,96,9.1,13.7,1,3.7,1,1,1,0.6485862353413681
933,19,104,1,0,0,0,285.3,75,48.5,130.8,111,11.12,181.8,99,8.18,10.5,2,2.84,2,0,1,0.8020873157270424
934,23,56,1,0,0,0,222.9,100,37.89,145.2,110,12.34,170.6,129,7.68,5.6,8,1.51,1,0,0,0.47628136528340825
935,28,56,2,0,1,37,153.7,97,26.13,271.4,91,23.07,179.0,121,8.06,8.3,2,2.24,1,0,0,0.13810826980201155
936,3,155,1,1,0,0,176.1,88,29.94,244.5,84,20.78,189.9,99,8.55,11.2,1,3.02,2,1,1,0.9103777976632325
937,40,100,0,0,1,41,306.9,71,52.17,243.3,72,20.68,125.9,114,5.67,10.5,4,2.84,2,0,1,0.6944895964043153
938,21,113,0,0,0,0,203.4,85,34.58,219.8,140,18.68,240.0,107,10.8,8.3,5,2.24,1,0,0,0.4149294326250005
939,24,103,1,0,1,37,230.7,112,39.22,319.4,116,27.15,299.4,77,13.47,7.9,3,2.13,2,0,0,0.46242981005863143
940,31,160,1,0,0,0,118.9,106,20.21,163.5,75,13.9,195.0,131,8.78,13.1,4,3.54,0,0,0,0.107187530971825
941,50,142,0,0,1,34,219.5,85,37.32,144.0,120,12.24,258.2,84,11.62,7.0,3,1.89,1,0,0,0.2705246826535524
942,36,73,1,1,1,34,252.9,103,42.99,220.1,79,18.71,144.9,65,6.52,11.4,3,3.08,0,0,1,0.7401743359265854
943,38,135,1,0,1,46,172.6,77,29.34,203.4,102,17.29,264.2,108,11.89,10.4,2,2.81,1,0,0,0.1693747307375325
944,28,120,1,0,0,0,174.1,108,29.6,209.6,96,17.82,267.5,99,12.04,11.6,2,3.13,0,0,0,0.1953136220678097
945,32,29,1,0,0,0,262.0,112,44.54,82.7,60,7.03,195.1,120,8.78,10.7,5,2.89,1,0,1,0.5995729093658376
946,9,158,1,0,0,0,123.3,115,20.96,130.4,91,11.08,243.7,119,10.97,11.2,3,3.02,3,0,1,0.5080034681697124
947,24,132,0,0,0,0,213.6,125,36.31,133.9,54,11.38,332.2,104,14.95,7.5,2,2.03,4,0,1,0.8678584649756977
948,33,104,1,0,0,0,210.9,90,35.85,272.2,101,23.14,304.3,86,13.69,10.6,5,2.86,3,1,1,0.759356652748244
949,41,74,2,0,0,0,143.7,97,24.43,229.6,110,19.52,98.8,100,4.45,11.8,5,3.19,1,0,0,0.2488113407578249
950,37,28,1,0,0,0,171.2,90,29.1,173.9,65,14.78,210.5,139,9.47,14.0,4,3.78,2,0,0,0.486079902939196
951,42,45,1,1,0,0,189.6,96,32.23,171.7,69,14.59,222.0,102,9.99,13.9,7,3.75,1,1,1,0.8571541072122465
952,45,60,1,0,0,0,229.5,91,39.02,157.7,67,13.4,162.4,76,7.31,13.2,3,3.56,2,0,1,0.6654749618928238
953,21,173,0,0,0,0,128.6,108,21.86,248.3,92,21.11,130.1,115,5.85,10.4,2,2.81,4,1,1,0.6895835637281772
954,9,152,0,0,1,26,214.8,82,36.52,226.7,135,19.27,206.7,97,9.3,7.6,11,2.05,1,0,0,0.2588604130311805
955,39,140,2,0,0,0,187.1,110,31.81,158.0,70,13.43,211.4,123,9.51,8.5,2,2.3,2,0,1,0.5367022662928298
956,7,94,1,0,1,31,209.3,90,35.58,281.7,111,23.94,190.1,66,8.55,7.9,5,2.13,0,0,0,0.1393610420157156
957,2,88,1,0,0,0,141.7,102,24.09,226.2,125,19.23,100.1,93,4.5,11.9,8,3.21,0,0,0,0.13835334093282933
958,37,170,0,0,1,22,173.6,66,29.51,142.2,83,12.09,156.5,93,7.04,5.2,3,1.4,1,0,0,0.17117644524625894
959,41,57,2,0,0,0,176.9,75,30.07,204.2,86,17.36,254.1,90,11.43,6.1,4,1.65,1,0,0,0.3359106935359347
960,25,78,2,1,0,0,198.9,93,33.81,210.6,86,17.9,252.1,99,11.34,14.4,12,3.89,0,1,1,0.7706322451946779
961,27,102,0,0,1,27,109.8,66,18.67,207.3,76,17.62,236.9,101,10.66,10.3,7,2.78,0,0,0,0.04354230465748051
962,35,49,0,0,0,0,202.3,105,34.39,195.4,131,16.61,190.1,88,8.55,9.0,2,2.43,3,1,1,0.7387500743328472
963,15,195,1,0,0,0,221.6,109,37.67,126.2,94,10.73,212.2,98,9.55,6.4,2,1.73,0,0,0,0.30787101389002064
964,26,64,1,0,0,0,131.3,105,22.32,109.4,114,9.3,246.2,125,11.08,12.7,4,3.43,4,1,1,0.6969055697021866
965,40,105,0,1,0,0,274.0,156,46.58,263.0,69,22.36,195.9,93,8.82,11.3,3,3.05,3,1,1,0.9861471661896356
966,37,81,1,0,1,33,200.3,103,34.05,216.9,96,18.44,249.8,100,11.24,15.5,4,4.19,1,0,0,0.22499094169139522
967,37,123,1,0,1,38,202.3,104,34.39,292.4,105,24.85,239.3,63,10.77,11.2,1,3.02,3,0,1,0.5463230378343771
968,10,63,0,0,0,0,204.0,119,34.68,161.7,90,13.74,202.6,113,9.12,9.4,4,2.54,3,0,1,0.7429125020567414
969,22,126,1,0,0,0,193.1,114,32.83,75.5,61,6.42,186.2,73,8.38,11.1,1,3.0,3,0,1,0.715481415426554
970,37,153,1,0,0,0,202.2,132,34.37,158.9,78,13.51,111.4,98,5.01,8.6,4,2.32,2,0,1,0.5841030233514904
971,37,67,1,0,0,0,245.1,118,41.67,185.2,94,15.74,193.6,112,8.71,8.1,3,2.19,3,0,1,0.82995366651505
972,19,65,0,0,0,0,158.3,71,26.91,168.3,119,14.31,139.9,119,6.3,6.6,6,1.78,2,0,0,0.4451701363581056
973,12,21,0,0,0,0,138.1,79,23.48,186.9,75,15.89,194.2,105,8.74,12.1,1,3.27,0,0,0,0.1329706678894352
974,45,72,2,0,0,0,212.7,92,36.16,306.4,100,26.04,140.3,90,6.31,12.9,6,3.48,0,0,0,0.28422682809583333
975,49,176,2,0,0,0,304.2,111,51.71,306.6,64,26.06,207.9,98,9.36,9.5,2,2.57,7,1,1,0.9941372324393608
976,43,150,0,0,1,24,212.4,157,36.11,168.7,91,14.34,199.4,112,8.97,9.7,1,2.62,2,0,0,0.40517709398626456
977,14,108,2,1,0,0,137.3,68,23.34,143.8,94,12.22,238.7,101,10.74,8.9,1,2.4,1,1,1,0.754893459845287
978,39,129,2,0,1,10,161.4,91,27.44,183.1,102,15.56,240.3,65,10.81,12.9,3,3.48,1,0,0,0.15021756136863093
979,47,73,2,1,0,0,202.9,108,34.49,285.9,121,24.3,219.0,102,9.86,12.8,5,3.46,1,0,1,0.8766911559839602
980,8,90,1,0,0,0,272.2,75,46.27,122.9,96,10.45,252.6,100,11.37,9.2,2,2.48,0,0,0,0.4588921570896729
981,33,105,0,0,0,0,98.2,103,16.69,140.3,91,11.93,140.2,106,6.31,13.9,1,3.75,1,0,0,0.15640667480771794
982,24,115,0,0,0,0,80.8,81,13.74,195.7,91,16.63,190.1,66,8.55,11.7,6,3.16,1,0,0,0.12930604514907001
983,35,82,1,0,0,0,207.2,114,35.22,163.7,97,13.91,192.8,79,8.68,9.3,4,2.51,7,0,1,0.9800864198256664
984,30,131,1,0,0,0,227.7,134,38.71,162.7,88,13.83,279.4,90,12.57,8.9,7,2.4,4,0,1,0.8871513971626966
985,21,77,1,0,0,0,208.8,117,35.5,175.4,81,14.91,171.5,105,7.72,13.4,3,3.62,0,0,0,0.2742179870879581
986,30,201,2,0,0,0,159.9,61,27.18,237.3,124,20.17,290.2,99,13.06,13.4,4,3.62,3,0,1,0.6221694025159318
987,27,139,1,1,0,0,185.1,101,31.47,266.7,75,22.67,207.9,95,9.36,9.0,3,2.43,3,0,1,0.9581774861936858
988,17,94,0,0,0,0,139.1,93,23.65,237.9,100,20.22,227.1,59,10.22,11.4,3,3.08,1,0,0,0.2380093294628582
989,44,95,1,0,0,0,155.5,99,26.44,167.0,75,14.2,190.7,125,8.58,13.2,4,3.56,1,0,0,0.27798481227583444
990,33,138,0,0,0,0,180.5,82,30.69,242.4,103,20.6,244.4,89,11.0,10.3,7,2.78,2,0,1,0.5157212145288737
991,46,105,1,0,0,0,204.6,111,34.78,134.4,109,11.42,260.8,69,11.74,5.7,7,1.54,1,0,0,0.41864927143448416
992,21,81,1,1,0,0,220.4,76,37.47,276.4,122,23.49,239.5,112,10.78,11.4,5,3.08,1,1,1,0.8988612531330556
993,21,127,2,0,0,0,223.2,137,37.94,144.7,119,12.3,96.0,109,4.32,8.6,4,2.32,2,0,1,0.6473582304859447
994,38,84,1,0,0,0,109.1,114,18.55,231.4,113,19.67,274.0,112,12.33,9.6,4,2.59,0,0,0,0.0958012577796343
995,22,47,2,0,1,30,136.5,101,23.21,174.9,74,14.87,146.4,91,6.59,10.9,3,2.94,2,0,0,0.20556456162325207
996,23,128,2,1,0,0,192.8,96,32.78,136.6,86,11.61,151.8,75,6.83,13.5,4,3.65,1,1,1,0.862078313042833
997,41,39,0,0,0,0,179.0,88,30.43,148.2,124,12.6,146.8,116,6.61,8.8,4,2.38,2,0,1,0.5109423778324722
998,17,76,2,0,0,0,293.8,94,49.95,169.6,62,14.42,160.4,103,7.22,13.7,9,3.7,0,1,1,0.5276356978741888
